ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000852.SH,20190314,5688.9504,5810.0229,5860.931,5622.3394,5866.6333,-177.6829,-3.0287,232973851.0,203658637.8829
000852.SH,20190315,5777.1086,5723.6458,5816.315,5704.2661,5688.9504,88.1582,1.5496,200343467.0,181639593.6128
000852.SH,20190318,5916.3436,5801.3172,5916.3436,5743.5989,5777.1086,139.235,2.4101,212333651.0,194835229.4941
000852.SH,20190319,5941.9085,5916.1688,5968.3375,5895.1806,5916.3436,25.5649,0.4321,208325492.0,194823301.7108
000852.SH,20190320,5926.1695,5935.2709,5948.8547,5811.2007,5941.9085,-15.739,-0.2649,214445294.0,193413375.7298
000852.SH,20190321,5990.6386,5929.7517,6034.4784,5914.6729,5926.1695,64.4691,1.0879,247020488.0,221912212.7499
000852.SH,20190322,6014.5459,5981.6956,6022.0665,5889.6807,5990.6386,23.9073,0.3991,222264881.0,203033343.3324
000852.SH,20190325,5961.4351,5914.8491,6039.6616,5890.4,6014.5459,-53.1108,-0.883,220347591.0,206303975.7277
000852.SH,20190326,5788.3599,5982.3609,6006.9433,5774.7391,5961.4351,-173.0752,-2.9032,209238746.0,192900258.0212
000852.SH,20190327,5826.527,5822.6857,5842.0723,5696.1272,5788.3599,38.1671,0.6594,174223425.0,162690155.88
000852.SH,20190328,5747.8634,5797.8661,5872.2047,5744.2317,5826.527,-78.6636,-1.3501,171831553.0,160350785.8719
000852.SH,20190329,5911.2119,5748.9183,5911.2169,5699.6935,5747.8634,163.3485,2.8419,192594810.0,180058259.0272
000852.SH,20190401,6137.7333,5961.7943,6137.7333,5961.7943,5911.2119,226.5214,3.8321,244075253.0,234851783.7689
000852.SH,20190402,6174.9422,6181.0807,6234.7516,6135.7993,6137.7333,37.2089,0.6062,261504891.0,257249096.0761
000852.SH,20190403,6237.016,6142.3676,6237.1576,6114.6,6174.9422,62.0738,1.0053,236994627.0,224565547.9979
000852.SH,20190404,6260.0695,6262.6887,6283.2929,6198.0339,6237.016,23.0535,0.3696,243395635.0,236689378.0715
000852.SH,20190408,6230.2139,6303.4345,6322.479,6130.7554,6260.0695,-29.8556,-0.4769,260323275.0,251492492.7176
000852.SH,20190409,6245.4321,6212.7307,6261.1477,6164.9663,6230.2139,15.2182,0.2443,208547660.0,202088647.1786
000852.SH,20190410,6235.7066,6203.3961,6289.9327,6159.2325,6245.4321,-9.7255,-0.1557,230414853.0,212910291.3324
000852.SH,20190411,6106.9498,6232.8903,6249.4971,6106.6646,6235.7066,-128.7568,-2.0648,216963919.0,199234187.1826
000852.SH,20190412,6101.2045,6097.0717,6130.376,6047.8326,6106.9498,-5.7453,-0.0941,177320978.0,162809728.8826
000852.SH,20190415,6052.0525,6178.5031,6215.3772,6049.2409,6101.2045,-49.152,-0.8056,191818239.0,185536339.4313
000852.SH,20190416,6179.8008,6019.1252,6179.8008,5978.7271,6052.0525,127.7483,2.1108,198001456.0,188469346.8767
000852.SH,20190417,6234.1109,6181.7628,6267.5874,6175.5812,6179.8008,54.3101,0.8788,222085301.0,211305442.6752
000852.SH,20190418,6202.8448,6229.695,6255.7909,6188.1196,6234.1109,-31.2661,-0.5015,212230452.0,197321501.4423
000852.SH,20190419,6255.252,6198.6126,6255.2568,6147.1573,6202.8448,52.4072,0.8449,207121062.0,188108478.1828
000852.SH,20190422,6192.1441,6270.3681,6274.4592,6171.313,6255.252,-63.1079,-1.0089,214587952.0,200119577.7914
000852.SH,20190423,6078.2672,6175.1253,6175.8187,6061.7486,6192.1441,-113.8769,-1.8391,213003386.0,194864981.0885
000852.SH,20190424,6153.3905,6081.9593,6153.3905,6017.86,6078.2672,75.1233,1.2359,182176366.0,168277851.2956
000852.SH,20190425,5899.9068,6130.0103,6140.298,5899.6466,6153.3905,-253.4837,-4.1194,212511761.0,194913302.0494
000852.SH,20190426,5834.3774,5861.7888,5926.044,5830.3543,5899.9068,-65.5294,-1.1107,172501458.0,156953361.7495
000852.SH,20190429,5622.4844,5831.2381,5849.6377,5613.8268,5834.3774,-211.893,-3.6318,179824494.0,159161375.5596
000852.SH,20190430,5682.2357,5595.8078,5718.3152,5595.8078,5622.4844,59.7513,1.0627,134502043.0,121499693.5902
000852.SH,20190506,5246.8299,5480.129,5496.8355,5212.991,5682.2357,-435.4058,-7.6626,167814118.0,142768082.8808
000852.SH,20190507,5312.496,5273.2229,5353.6065,5214.8973,5246.8299,65.6661,1.2515,144244560.0,122706351.5767
000852.SH,20190508,5292.7459,5198.8362,5376.8995,5166.4032,5312.496,-19.7501,-0.3718,145636329.0,122170345.2802
000852.SH,20190509,5237.8246,5243.7155,5308.0202,5229.8245,5292.7459,-54.9213,-1.0377,121058408.0,101339372.286
000852.SH,20190510,5445.5262,5292.4509,5445.5449,5192.6977,5237.8246,207.7016,3.9654,172481790.0,147577170.7801
000852.SH,20190513,5405.6148,5385.762,5440.9078,5366.7772,5445.5262,-39.9114,-0.7329,135045946.0,116514306.7398
000852.SH,20190514,5368.2288,5333.847,5422.6234,5328.0083,5405.6148,-37.386,-0.6916,130383164.0,111777600.938
000852.SH,20190515,5486.3865,5412.9347,5491.3959,5403.4791,5368.2288,118.1577,2.2011,146817521.0,125459215.8934
000852.SH,20190516,5527.2751,5488.2664,5539.3513,5478.0654,5486.3865,40.8886,0.7453,165713589.0,140114141.632
000852.SH,20190517,5330.9863,5527.3785,5530.9048,5306.4663,5527.2751,-196.2888,-3.5513,175754930.0,146944127.9204
000852.SH,20190520,5313.1491,5326.1934,5330.1825,5200.6755,5330.9863,-17.8372,-0.3346,135497682.0,116034654.4263
000852.SH,20190521,5418.0453,5305.4384,5425.3127,5287.3069,5313.1491,104.8962,1.9743,142602880.0,123312608.2129
000852.SH,20190522,5395.4299,5418.2415,5451.1149,5351.7039,5418.0453,-22.6154,-0.4174,142023330.0,125880553.9384
000852.SH,20190523,5267.8266,5380.4134,5380.4134,5251.3403,5395.4299,-127.6033,-2.365,143600000.0,126772573.5192
000852.SH,20190524,5200.774,5230.8991,5279.6518,5186.8723,5267.8266,-67.0526,-1.2729,118146768.0,100109667.3727
000852.SH,20190527,5354.634,5204.4209,5359.9998,5179.1904,5200.774,153.86,2.9584,128155378.0,112353931.3911
000852.SH,20190528,5354.5254,5353.8514,5414.6448,5332.931,5354.634,-0.1086,-0.002,139389445.0,123386254.0216
000852.SH,20190529,5376.5125,5336.8366,5411.0792,5329.9089,5354.5254,21.9871,0.4106,122728790.0,107908815.321
000852.SH,20190530,5341.9803,5357.4884,5357.4884,5270.892,5376.5125,-34.5322,-0.6423,133342170.0,116872440.9215
000852.SH,20190531,5334.2477,5336.6921,5384.4765,5319.2124,5341.9803,-7.7326,-0.1448,127940457.0,108844784.316
000852.SH,20190603,5255.0737,5341.2675,5354.6935,5235.519,5334.2477,-79.174,-1.4843,140140957.0,120180125.1134
000852.SH,20190604,5160.9769,5244.7314,5249.5304,5131.01,5255.0737,-94.0968,-1.7906,119113915.0,103214142.5598
000852.SH,20190605,5158.4652,5206.1548,5222.8659,5148.2885,5160.9769,-2.5117,-0.0487,108597057.0,93763500.8897
000852.SH,20190606,5030.8005,5149.3807,5149.3807,5011.7561,5158.4652,-127.6647,-2.4749,112692560.0,91560835.5637
000852.SH,20190610,5098.9383,5043.3315,5112.4283,5021.9979,5030.8005,68.1378,1.3544,98524062.0,81439991.4618
000852.SH,20190611,5289.6243,5103.8496,5289.7913,5096.0207,5098.9383,190.686,3.7397,155235649.0,128856731.5271
000852.SH,20190612,5264.8861,5276.7037,5315.9646,5251.0513,5289.6243,-24.7382,-0.4677,150031538.0,126728123.308
000852.SH,20190613,5294.1125,5256.9054,5306.9769,5237.9589,5264.8861,29.2264,0.5551,135168147.0,111687155.3148
000852.SH,20190614,5173.0685,5297.7416,5307.0826,5170.9762,5294.1125,-121.044,-2.2864,132738265.0,107780217.4147
000852.SH,20190617,5160.6726,5168.3503,5192.1255,5140.2659,5173.0685,-12.3959,-0.2396,95764657.0,82380618.5583
000852.SH,20190618,5160.8783,5160.1122,5183.0198,5125.0961,5160.6726,0.2057,0.004,92008045.0,79910507.7843
000852.SH,20190619,5234.2753,5268.9356,5292.2789,5231.9655,5160.8783,73.397,1.4222,130878758.0,115348653.9616
000852.SH,20190620,5317.31,5228.4912,5329.9699,5199.8696,5234.2753,83.0347,1.5864,148037153.0,127095612.0307
000852.SH,20190621,5406.04,5350.2908,5423.1899,5350.2908,5317.31,88.73,1.6687,167478108.0,146173110.3635
000852.SH,20190624,5403.7981,5412.552,5427.6678,5374.5213,5406.04,-2.2419,-0.0415,130858165.0,117397617.4146
000852.SH,20190625,5351.6898,5397.0596,5397.0596,5289.8414,5403.7981,-52.1083,-0.9643,134544718.0,118982417.05
000852.SH,20190626,5351.391,5323.6973,5384.0554,5303.2367,5351.6898,-0.2988,-0.0056,107686630.0,98629319.7169
000852.SH,20190627,5397.5712,5361.9779,5415.3596,5360.4857,5351.391,46.1802,0.863,121409184.0,113704464.0431
000852.SH,20190628,5321.4331,5389.9791,5389.9791,5289.4345,5397.5712,-76.1381,-1.4106,119527294.0,107858829.0361
000852.SH,20190701,5481.4086,5418.2126,5481.4086,5392.445,5321.4331,159.9755,3.0062,149214343.0,139046134.0514
000852.SH,20190702,5483.515,5482.443,5501.1176,5462.7286,5481.4086,2.1064,0.0384,133052820.0,126589280.2225
000852.SH,20190703,5428.5142,5465.9452,5465.9452,5408.5787,5483.515,-55.0008,-1.003,121295435.0,112247589.3133
000852.SH,20190704,5404.3836,5435.4839,5450.2892,5381.0469,5428.5142,-24.1306,-0.4445,114081446.0,104799734.1003
000852.SH,20190705,5424.2503,5404.707,5433.693,5379.8883,5404.3836,19.8667,0.3676,96904986.0,91252457.3667
000852.SH,20190708,5244.2661,5410.203,5410.203,5221.9525,5424.2503,-179.9842,-3.3181,123487145.0,110352018.1259
000852.SH,20190709,5260.3435,5239.8572,5270.4595,5203.8547,5244.2661,16.0774,0.3066,90883173.0,85680911.9372
000852.SH,20190710,5214.6441,5267.2726,5271.2411,5196.8176,5260.3435,-45.6994,-0.8688,86986664.0,80476356.0441
000852.SH,20190711,5206.3985,5236.6561,5271.6128,5180.956,5214.6441,-8.2456,-0.1581,88825374.0,81521539.0947
000852.SH,20190712,5219.1888,5209.2959,5229.8417,5173.052,5206.3985,12.7903,0.2457,84877354.0,77845992.7157
000852.SH,20190715,5273.8148,5203.5765,5289.011,5140.8042,5219.1888,54.626,1.0466,103285136.0,96427011.9282
000852.SH,20190716,5285.229,5264.6468,5289.0108,5254.6226,5273.8148,11.4142,0.2164,88246972.0,83811876.8505
000852.SH,20190717,5289.4244,5282.5622,5312.7067,5269.2443,5285.229,4.1954,0.0794,98706416.0,91936571.5965
000852.SH,20190718,5194.6017,5265.3666,5265.3666,5194.6017,5289.4244,-94.8227,-1.7927,96554680.0,87163903.1713
000852.SH,20190719,5220.0273,5205.7277,5263.3397,5205.7017,5194.6017,25.4256,0.4895,87706047.0,80605050.3842
000852.SH,20190722,5073.3332,5222.0634,5222.3428,5067.0982,5220.0273,-146.6941,-2.8102,98799860.0,85364469.4196
000852.SH,20190723,5131.0973,5072.7687,5131.0973,5072.7687,5073.3332,57.7641,1.1386,74249778.0,66786575.9587
000852.SH,20190724,5194.829,5141.9438,5219.1496,5141.9002,5131.0973,63.7317,1.2421,91972065.0,83093607.435
000852.SH,20190725,5211.0858,5193.6549,5220.1252,5181.2772,5194.829,16.2568,0.3129,85520728.0,80872563.1138
000852.SH,20190726,5216.6018,5201.5594,5222.3282,5188.2417,5211.0858,5.516,0.1059,77863052.0,73887888.0922
000852.SH,20190729,5218.9831,5217.9298,5235.0095,5197.0211,5216.6018,2.3813,0.0456,76414579.0,72910013.0032
000852.SH,20190730,5239.7181,5217.0661,5269.3144,5216.8137,5218.9831,20.735,0.3973,84370624.0,80201215.3303
000852.SH,20190731,5200.0945,5229.1418,5229.1418,5193.1799,5239.7181,-39.6236,-0.7562,82306375.0,76220353.0678
000852.SH,20190801,5173.2289,5172.0823,5201.4808,5151.3939,5200.0945,-26.8656,-0.5166,80247390.0,74633281.0664
000852.SH,20190802,5091.0633,5073.9988,5101.1354,5047.3943,5173.2289,-82.1656,-1.5883,101405199.0,90404221.0047
000852.SH,20190805,5032.6422,5076.1118,5124.3828,5032.6422,5091.0633,-58.4211,-1.1475,91066502.0,84344643.1496
000852.SH,20190806,4899.8161,4940.8696,4940.8696,4781.8755,5032.6422,-132.8261,-2.6393,126619715.0,106405984.9566
000852.SH,20190807,4885.4401,4928.1355,4941.9577,4884.9906,4899.8161,-14.376,-0.2934,89951946.0,80820458.064
000852.SH,20190808,4923.3268,4901.8162,4936.8286,4901.7097,4885.4401,37.8867,0.7755,83388258.0,77490922.1
000852.SH,20190809,4869.7924,4948.5161,4963.0042,4861.1246,4923.3268,-53.5344,-1.0874,89534965.0,82880629.9868
000852.SH,20190812,4952.2171,4873.8872,4952.2171,4859.6218,4869.7924,82.4247,1.6926,78824217.0,72932271.0784
000852.SH,20190813,4928.4648,4917.8926,4935.941,4903.8231,4952.2171,-23.7523,-0.4796,79018318.0,75548259.8023
000852.SH,20190814,4961.7505,4980.3858,4997.4392,4953.9791,4928.4648,33.2857,0.6754,90034716.0,87741863.6008
000852.SH,20190815,4985.4213,4848.869,4985.5382,4829.4129,4961.7505,23.6708,0.4771,95328609.0,89496568.1725
000852.SH,20190816,5013.5824,4981.5631,5044.2051,4979.9293,4985.4213,28.1611,0.5649,96228503.0,95365366.3121
000852.SH,20190819,5173.1766,5054.4839,5173.1766,5054.4839,5013.5824,159.5942,3.1832,131032179.0,124495070.2632
000852.SH,20190820,5185.2652,5183.0081,5220.6796,5168.9375,5173.1766,12.0886,0.2337,132730041.0,125167520.2076
000852.SH,20190821,5186.6218,5177.8749,5203.6456,5168.809,5185.2652,1.3566,0.0262,114896013.0,110244839.5482
000852.SH,20190822,5208.552,5200.058,5208.552,5165.6148,5186.6218,21.9302,0.4228,114152369.0,108846747.0751
000852.SH,20190823,5197.5481,5210.419,5224.5707,5179.4684,5208.552,-11.0039,-0.2113,120371153.0,113100762.4232
000852.SH,20190826,5168.6795,5096.1043,5186.4031,5087.7011,5197.5481,-28.8686,-0.5554,122374323.0,109519347.9452
000852.SH,20190827,5266.6579,5196.143,5283.0577,5196.143,5168.6795,97.9784,1.8956,147090648.0,131492474.9344
000852.SH,20190828,5256.1774,5261.6208,5274.6778,5236.0181,5266.6579,-10.4805,-0.199,140548482.0,126664510.5048
000852.SH,20190829,5260.9496,5262.9592,5286.113,5249.7494,5256.1774,4.7722,0.0908,130752793.0,119190175.8602
000852.SH,20190830,5182.9555,5280.5139,5289.0416,5160.4471,5260.9496,-77.9941,-1.4825,146306831.0,139678893.6365
000852.SH,20190902,5317.5333,5187.3994,5318.4014,5187.3961,5182.9555,134.5778,2.5965,140256474.0,134021224.8413
000852.SH,20190903,5357.0603,5324.6856,5357.0603,5310.2731,5317.5333,39.527,0.7433,143294224.0,140780148.2228
000852.SH,20190904,5394.7063,5345.9398,5394.7063,5336.5709,5357.0603,37.646,0.7027,151964442.0,145063879.8878
000852.SH,20190905,5445.5743,5423.9599,5504.9414,5418.9185,5394.7063,50.868,0.9429,192911455.0,186631534.7406
000852.SH,20190906,5468.4591,5461.3325,5479.1152,5425.3735,5445.5743,22.8848,0.4202,152005589.0,153027092.7524
000852.SH,20190909,5602.2416,5516.5339,5602.2416,5495.1566,5468.4591,133.7825,2.4464,175102700.0,177704943.5583
000852.SH,20190910,5614.5756,5608.7364,5625.9206,5573.9933,5602.2416,12.334,0.2202,175825533.0,182214032.5506
000852.SH,20190911,5566.4083,5630.2002,5634.4411,5564.9389,5614.5756,-48.1673,-0.8579,157662647.0,157993963.5754
000852.SH,20190912,5592.9216,5580.6019,5601.4748,5546.2545,5566.4083,26.5133,0.4763,131539817.0,128460069.185
000852.SH,20190916,5627.2352,5613.5707,5650.6724,5600.8042,5592.9216,34.3136,0.6135,151239778.0,148105221.6086
000852.SH,20190917,5492.2224,5614.1551,5614.1551,5471.4324,5627.2352,-135.0128,-2.3993,155208189.0,147443661.5043
000852.SH,20190918,5485.8788,5501.8403,5515.2236,5467.9112,5492.2224,-6.3436,-0.1155,115406599.0,116907097.9793
000852.SH,20190919,5550.4072,5497.2393,5550.4072,5468.754,5485.8788,64.5284,1.1763,118150865.0,121151399.4984
000852.SH,20190920,5556.4776,5560.0383,5576.7868,5533.2779,5550.4072,6.0704,0.1094,126469433.0,132147190.9668
000852.SH,20190923,5501.2148,5538.7259,5538.7259,5462.2713,5556.4776,-55.2628,-0.9946,121427152.0,123349999.9424
000852.SH,20190924,5528.8929,5504.4988,5568.2159,5495.4604,5501.2148,27.6781,0.5031,126895429.0,138886197.9432
000852.SH,20190925,5421.6247,5502.1578,5502.1578,5421.6247,5528.8929,-107.2682,-1.9401,129643959.0,135425040.2547
000852.SH,20190926,5244.0766,5428.6128,5436.9496,5244.0766,5421.6247,-177.5481,-3.2748,130735221.0,130092529.7128
000852.SH,20190927,5291.4359,5241.5134,5313.0838,5241.5134,5244.0766,47.3593,0.9031,90617382.0,93242836.2738
000852.SH,20190930,5232.3865,5297.0207,5315.3389,5232.3865,5291.4359,-59.0494,-1.1159,77537916.0,79381186.6119
000852.SH,20191008,5237.1816,5242.0195,5280.5854,5226.2628,5232.3865,4.7951,0.0916,78830377.0,81372687.416
000852.SH,20191009,5285.1493,5220.2008,5285.1493,5191.0636,5237.1816,47.9677,0.9159,81537732.0,83088853.2345
000852.SH,20191010,5366.9254,5291.552,5367.0987,5281.8625,5285.1493,81.7761,1.5473,94803319.0,98623064.0055
000852.SH,20191011,5370.6541,5371.3961,5392.7837,5327.7919,5366.9254,3.7287,0.0695,106505533.0,105849945.1017
000852.SH,20191014,5455.6064,5411.6528,5463.5373,5402.6298,5370.6541,84.9523,1.5818,127453901.0,122006687.6725
000852.SH,20191015,5375.5288,5429.9444,5429.9444,5367.1406,5455.6064,-80.0776,-1.4678,120133371.0,112586338.8677
000852.SH,20191016,5353.0154,5377.7516,5397.0682,5350.1485,5375.5288,-22.5134,-0.4188,105111242.0,98213036.5197
000852.SH,20191017,5347.2673,5354.4052,5371.6741,5331.7329,5353.0154,-5.7481,-0.1074,92051923.0,87362653.4488
000852.SH,20191018,5280.5324,5350.6433,5374.6031,5267.9333,5347.2673,-66.7349,-1.248,107176436.0,100132540.1796
000852.SH,20191021,5247.2982,5273.6443,5273.6443,5200.9332,5280.5324,-33.2342,-0.6294,91111910.0,86943131.3597
000852.SH,20191022,5312.4584,5252.1859,5312.4634,5249.9624,5247.2982,65.1602,1.2418,90350448.0,87413220.6443
000852.SH,20191023,5269.7225,5311.7649,5314.3634,5257.7695,5312.4584,-42.7359,-0.8044,94464034.0,90665801.4123
000852.SH,20191024,5259.4545,5262.925,5274.3225,5220.5479,5269.7225,-10.268,-0.1948,94722918.0,86720512.6631
000852.SH,20191025,5300.0943,5254.3717,5307.7486,5227.8865,5259.4545,40.6398,0.7727,101229519.0,95200451.7125
000852.SH,20191028,5425.7542,5343.5001,5425.7542,5343.4428,5300.0943,125.6599,2.3709,136224883.0,129515026.9427
000852.SH,20191029,5366.7544,5434.3135,5434.3135,5366.7544,5425.7542,-58.9998,-1.0874,155004456.0,145139350.7897
000852.SH,20191030,5313.4166,5349.0772,5351.8635,5301.6378,5366.7544,-53.3378,-0.9939,139966476.0,130346023.7692
000852.SH,20191031,5253.8811,5310.6573,5329.2045,5252.1654,5313.4166,-59.5355,-1.1205,119979824.0,114532026.2862
000852.SH,20191101,5303.9905,5234.7518,5308.9337,5227.111,5253.8811,50.1094,0.9538,106994988.0,102087111.1916
000852.SH,20191104,5337.0832,5316.598,5365.5937,5316.598,5303.9905,33.0927,0.6239,114489488.0,115854267.4969
000852.SH,20191105,5352.061,5341.172,5362.4447,5306.0462,5337.0832,14.9778,0.2806,113885646.0,114846792.3632
000852.SH,20191106,5304.8381,5348.4518,5356.3114,5286.4401,5352.061,-47.2229,-0.8823,111174349.0,110315090.5099
000852.SH,20191107,5340.1711,5300.6727,5347.6624,5294.2013,5304.8381,35.333,0.6661,96695460.0,99247548.6844
000852.SH,20191108,5321.7779,5361.2719,5375.058,5318.7651,5340.1711,-18.3932,-0.3444,104093933.0,107787205.244
000852.SH,20191111,5183.5711,5289.6341,5289.6341,5175.6163,5321.7779,-138.2068,-2.597,106907294.0,101788715.3454
000852.SH,20191112,5196.7152,5183.4824,5196.7152,5123.2976,5183.5711,13.1441,0.2536,93959974.0,87981787.3135
000852.SH,20191113,5181.4922,5188.8844,5200.2447,5160.3259,5196.7152,-15.223,-0.2929,86654400.0,83519545.5736
000852.SH,20191114,5216.6437,5180.3111,5229.0916,5177.1135,5181.4922,35.1515,0.6784,89584834.0,89861875.0694
000852.SH,20191115,5152.5637,5208.3652,5220.0571,5152.5637,5216.6437,-64.08,-1.2284,94729429.0,94989487.6296
000852.SH,20191118,5189.3522,5147.0326,5192.8548,5139.9622,5152.5637,36.7885,0.714,85671862.0,84279221.7146
000852.SH,20191119,5286.1488,5192.6833,5286.1488,5187.766,5189.3522,96.7966,1.8653,104374167.0,103179257.8541
000852.SH,20191120,5259.4697,5281.8475,5303.926,5251.0789,5286.1488,-26.6791,-0.5047,106261069.0,105897649.8508
000852.SH,20191121,5250.665,5238.5985,5274.2274,5228.2568,5259.4697,-8.8047,-0.1674,92923714.0,87003103.382
000852.SH,20191122,5181.1093,5255.4261,5296.3279,5157.5473,5250.665,-69.5557,-1.3247,115747888.0,110942790.2355
000852.SH,20191125,5151.3684,5179.1457,5185.4524,5107.5075,5181.1093,-29.7409,-0.574,106053787.0,94917934.1649
000852.SH,20191126,5147.7282,5154.9239,5170.4866,5131.5449,5151.3684,-3.6402,-0.0707,91068910.0,81766793.2387
000852.SH,20191127,5145.967,5138.0597,5170.6027,5121.324,5147.7282,-1.7612,-0.0342,91864498.0,84266473.4864
000852.SH,20191128,5131.1284,5142.3759,5165.6525,5120.5544,5145.967,-14.8386,-0.2884,85094016.0,78914007.8035
000852.SH,20191129,5126.6146,5130.2809,5137.2876,5082.7679,5131.1284,-4.5138,-0.088,80181680.0,75244012.9132
000852.SH,20191202,5137.7835,5131.8924,5156.8724,5124.5541,5126.6146,11.1689,0.2179,81777519.0,78466522.8871
000852.SH,20191203,5171.3562,5119.748,5171.3562,5097.08,5137.7835,33.5727,0.6534,85738551.0,82771877.6207
000852.SH,20191204,5179.6944,5148.4083,5188.3604,5140.3875,5171.3562,8.3382,0.1612,87626418.0,85034984.5535
000852.SH,20191205,5238.1302,5190.0827,5246.0271,5187.9077,5179.6944,58.4358,1.1282,99451044.0,100036170.1455
000852.SH,20191206,5275.5098,5241.0909,5275.5098,5226.2573,5238.1302,37.3796,0.7136,100390620.0,99234950.8206
000852.SH,20191209,5294.2815,5286.2025,5302.2889,5269.1838,5275.5098,18.7717,0.3558,112320679.0,109703719.692
000852.SH,20191210,5326.3609,5286.0412,5326.3609,5272.2023,5294.2815,32.0794,0.6059,118208313.0,111390094.401
000852.SH,20191211,5304.8817,5323.8624,5333.3201,5291.2494,5326.3609,-21.4792,-0.4033,121161809.0,113801506.9356
000852.SH,20191212,5304.4232,5302.721,5334.2618,5292.4674,5304.8817,-0.4585,-0.0086,119402444.0,115509395.2395
000852.SH,20191213,5375.9765,5334.5783,5379.2914,5327.115,5304.4232,71.5533,1.3489,122084849.0,123138289.4036
000852.SH,20191216,5476.9884,5391.4713,5476.9884,5387.5458,5375.9765,101.0119,1.8789,146872459.0,150423034.322
000852.SH,20191217,5545.6182,5479.8957,5555.2506,5475.4275,5476.9884,68.6298,1.2531,177542421.0,175006040.7575
000852.SH,20191218,5543.787,5546.2769,5575.6487,5529.8236,5545.6182,-1.8312,-0.033,165702453.0,164407452.9309
